,Race Number,Track Surface,Inner/Outer Track,Racecourse Condition,Prize Pool,No. of Contestants,Track No.,Gender,Age,Weight,Net Weight,Weight Change,Popularity,Odds,Trainer,Grade,Time Residual,Date,Time,Name
28823,9,grass,right,average,0.0,15,4,male/stallion,5,57.0,454.0,4.0,6,20.9,松田 博資,B,1.7000000000000028,2013-07-27,67.8,アドマイヤクーガー
23027,8,grass,right,average,180.0,16,7,female/mare,3,52.0,420.0,-14.0,4,13.8,梅田 智之,B,0.0,2013-06-16,68.5,アドマイヤサブリナ
25028,9,grass,right,average,0.0,16,6,female/mare,3,52.0,422.0,2.0,2,4.2,梅田 智之,B,-0.09999999999999432,2013-06-30,69.5,アドマイヤサブリナ
35836,12,grass,right,heavy,0.0,16,1,male/stallion,4,57.0,478.0,0.0,7,11.6,中尾 秀正,B,-4.400000000000006,2013-09-15,70.8,アドマイヤシャドウ
18239,12,grass,left,somewhat heavy,0.0,16,16,male/stallion,4,57.0,478.0,-2.0,4,5.4,中尾 秀正,B,1.2000000000000028,2013-05-11,69.6,アドマイヤシャドウ
13407,7,grass,right,heavy,167.5,16,13,male/stallion,4,57.0,480.0,0.0,3,6.1,中尾 秀正,B,1.5999999999999943,2013-04-07,70.8,アドマイヤシャドウ
23069,11,grass,right,average,570.0,16,16,female/mare,5,54.0,476.0,6.0,7,21.2,橋田 満,B,-1.6000000000000085,2013-06-16,68.6,アドマイヤセプター
33034,11,grass,right,somewhat heavy,570.0,16,9,female/mare,5,54.0,482.0,6.0,2,4.8,橋田 満,B,4.800000000000011,2013-08-25,72.0,アドマイヤセプター
8074,11,grass,right,average,0.0,16,7,female/mare,5,54.0,462.0,-14.0,4,10.1,橋田 満,B,0.29999999999999716,2013-03-02,69.6,アドマイヤセプター
30202,1,grass,right,somewhat heavy,125.0,14,12,female/mare,2,54.0,472.0,-6.0,2,3.5,梅田 智之,B,-1.7000000000000028,2013-08-04,69.6,アドマイヤビジン
32723,1,grass,right,heavy,500.0,18,14,female/mare,2,54.0,468.0,-4.0,4,8.4,梅田 智之,B,-1.0,2013-08-24,69.6,アドマイヤビジン
24962,3,grass,right,average,0.0,16,11,female/mare,3,54.0,406.0,-8.0,15,243.3,牧田 和弥,C,1.0,2013-06-30,70.6,アナザーガール
5720,3,grass,right,average,0.0,18,10,female/mare,3,54.0,424.0,-4.0,16,198.4,本間 忍,D,-0.29999999999999716,2013-02-10,70.4,アノヒミタユメ
31689,12,dirt,left,average,288.0,15,4,male/stallion,3,54.0,490.0,24.0,3,6.9,本間 忍,C,0.4000000000000057,2013-08-17,71.6,アビリティラヴ
9520,2,dirt,right,average,500.0,16,8,male/stallion,3,56.0,466.0,-10.0,1,1.5,本間 忍,B,2.200000000000003,2013-03-10,73.5,アビリティラヴ
31699,12,dirt,left,average,0.0,15,6,female/mare,4,55.0,484.0,6.0,12,94.9,鈴木 伸尋,C,-1.4000000000000057,2013-08-17,73.3,アファーブル
18048,11,grass,right,average,0.0,17,15,male/stallion,5,54.0,458.0,-2.0,7,14.9,北出 成人,A,-0.4000000000000057,2013-05-05,68.0,アフォード
23076,11,grass,right,average,0.0,16,10,male/stallion,5,56.0,454.0,-4.0,12,71.5,北出 成人,B,-0.3999999999999915,2013-06-16,68.9,アフォード
13649,11,grass,right,somewhat heavy,0.0,16,13,male/stallion,5,56.0,460.0,-6.0,2,6.5,北出 成人,B,-0.9000000000000057,2013-04-07,70.3,アフォード
3851,11,grass,right,average,0.0,16,1,male/stallion,5,54.0,474.0,12.0,8,12.8,北出 成人,B,-0.19999999999998863,2013-01-27,69.1,アフォード
10000,12,dirt,right,average,0.0,15,5,male/stallion,5,57.0,512.0,14.0,8,19.1,荒川 義之,B,-1.2999999999999972,2013-03-10,73.3,アフリカンハンター
26693,12,grass,right,average,0.0,16,15,female/mare,5,52.0,450.0,4.0,9,28.0,加藤 和宏,B,1.2000000000000028,2013-07-13,70.3,アフロディシアス
14043,12,grass,right,average,0.0,16,4,female/mare,5,55.0,436.0,0.0,9,25.5,加藤 和宏,C,-0.4000000000000057,2013-04-13,70.4,アフロディシアス
15971,12,grass,right,average,0.0,15,8,female/mare,5,55.0,438.0,2.0,13,70.7,加藤 和宏,D,3.700000000000003,2013-04-27,70.3,アフロディシアス
25236,12,grass,right,average,180.0,15,3,female/mare,5,52.0,446.0,-8.0,15,301.2,加藤 和宏,B,-0.7999999999999972,2013-06-30,69.3,アフロディシアス
7084,12,grass,right,average,0.0,14,14,female/mare,4,55.0,478.0,-6.0,5,7.7,菊沢 隆徳,C,-1.2999999999999972,2013-02-23,69.1,アブマーシュ
9099,9,grass,right,average,144.0,16,11,female/mare,4,55.0,480.0,2.0,9,17.6,菊沢 隆徳,B,1.0999999999999943,2013-03-09,68.4,アブマーシュ
28141,9,grass,right,average,396.0,16,6,female/mare,4,55.0,480.0,4.0,3,6.1,菊沢 隆徳,B,0.0,2013-07-21,69.7,アブマーシュ
19294,11,grass,left,average,0.0,16,6,female/mare,4,53.0,468.0,-12.0,11,17.7,菊沢 隆徳,C,-0.30000000000001137,2013-05-18,68.8,アブマーシュ
24064,9,grass,right,average,108.0,16,10,female/mare,4,55.0,476.0,8.0,4,11.1,菊沢 隆徳,B,2.799999999999997,2013-06-23,69.1,アブマーシュ
12874,7,grass,right,average,0.0,16,15,female/mare,4,55.0,476.0,-2.0,9,23.3,柴崎 勇,C,-0.6000000000000085,2013-04-06,69.2,アポロアリーナ
7503,7,grass,right,average,700.0,16,4,male/stallion,3,56.0,438.0,2.0,8,17.4,岩戸 孝樹,C,-0.20000000000000284,2013-02-24,70.0,アポロオラクル
19108,10,grass,right,average,0.0,16,5,male/stallion,3,56.0,436.0,2.0,13,102.6,岩戸 孝樹,C,-1.9000000000000057,2013-05-12,69.9,アポロオラクル
27678,11,grass,right,average,0.0,16,5,male/stallion,3,53.0,436.0,4.0,7,13.5,岩戸 孝樹,B,1.2000000000000028,2013-07-20,69.8,アポロオラクル
35939,9,grass,right,average,1500.0,10,4,male/stallion,2,54.0,488.0,-8.0,3,5.2,堀井 雅広,B,-0.4000000000000057,2013-09-17,69.3,アポロスターズ
29008,1,dirt,left,somewhat heavy,0.0,15,5,female/mare,2,54.0,464.0,2.0,7,21.9,菊川 正達,C,0.7999999999999972,2013-07-28,74.9,アポロデイライト
30134,8,dirt,left,somewhat heavy,0.0,15,12,gelding,3,54.0,446.0,-12.0,15,142.3,小島 茂之,C,0.5,2013-08-04,73.5,アポロヌリー
7082,12,grass,right,average,148.5,14,2,female/mare,5,55.0,448.0,6.0,4,7.3,堀井 雅広,C,-0.29999999999999716,2013-02-23,68.9,アポロノカンザシ
9105,9,grass,right,average,0.0,16,15,female/mare,5,55.0,444.0,-4.0,7,15.1,堀井 雅広,B,1.0,2013-03-09,69.0,アポロノカンザシ
30158,10,grass,left,average,0.0,17,17,female/mare,5,55.0,446.0,2.0,6,17.6,堀井 雅広,D,0.5999999999999943,2013-08-04,68.8,アポロノカンザシ
33446,2,grass,right,somewhat heavy,50.0,16,8,female/mare,2,54.0,434.0,4.0,6,19.2,高柳 瑞樹,B,0.20000000000000284,2013-08-31,74.1,アマアマ
28031,1,grass,right,average,0.0,16,16,female/mare,2,54.0,434.0,10.0,7,28.3,高柳 瑞樹,C,3.0999999999999943,2013-07-21,71.2,アマアマ
16701,1,dirt,right,average,0.0,16,15,male/stallion,3,53.0,470.0,0.0,16,695.3,坪 憲章,D,-1.5999999999999943,2013-04-28,75.9,アマクサハエンカゼ
13701,2,dirt,right,bad,0.0,16,4,male/stallion,3,53.0,470.0,4.0,15,634.3,坪 憲章,C,-0.5,2013-04-07,74.1,アマクサハエンカゼ
23938,11,dirt,right,heavy,174.0,15,7,male/stallion,5,57.0,498.0,-4.0,8,18.4,湯窪 幸雄,B,-0.7999999999999972,2013-06-22,70.7,アマノレインジャー
15822,2,grass,right,average,0.0,16,14,female/mare,3,54.0,424.0,12.0,9,85.0,金成 貴史,C,0.5999999999999943,2013-04-27,71.6,アムールバニヤン
25104,2,grass,right,average,0.0,16,12,female/mare,3,54.0,424.0,0.0,13,104.8,金成 貴史,C,-0.29999999999999716,2013-06-30,71.1,アムールバニヤン
24396,9,grass,right,average,0.0,16,12,male/stallion,3,52.0,450.0,-2.0,7,18.1,野村 彰彦,B,2.0999999999999943,2013-06-23,69.9,アメージングタクト
5013,1,dirt,right,somewhat heavy,200.0,16,15,male/stallion,3,56.0,452.0,2.0,1,1.7,野村 彰彦,C,0.20000000000000284,2013-02-09,73.9,アメージングタクト
1488,2,dirt,right,heavy,125.0,16,8,male/stallion,3,56.0,450.0,4.0,2,2.6,野村 彰彦,B,0.29999999999999716,2013-01-14,71.9,アメージングタクト
11200,1,dirt,left,average,500.0,16,4,male/stallion,3,56.0,448.0,-2.0,1,2.0,野村 彰彦,B,1.5,2013-03-23,73.2,アメージングタクト
8633,2,dirt,right,heavy,125.0,16,12,male/stallion,3,56.0,450.0,-2.0,1,1.4,野村 彰彦,B,1.2000000000000028,2013-03-03,72.8,アメージングタクト
30950,7,grass,right,average,0.0,16,5,female/mare,3,52.0,448.0,10.0,4,7.4,昆 貢,B,-0.7999999999999972,2013-08-11,71.4,アメージングムーン
7407,12,grass,right,average,0.0,18,6,female/mare,4,55.0,448.0,0.0,8,24.9,阿部 新生,C,0.0,2013-02-23,68.6,アラカメジョウ
5275,8,grass,right,average,67.0,15,8,female/mare,4,55.0,448.0,-2.0,8,20.5,阿部 新生,D,2.700000000000003,2013-02-09,68.6,アラカメジョウ
14472,6,grass,right,average,268.0,16,8,female/mare,4,55.0,454.0,6.0,5,14.1,的場 均,B,0.09999999999999432,2013-04-14,70.1,アラカメジョウ
31217,1,grass,right,average,125.0,13,8,male/stallion,2,54.0,450.0,2.0,3,4.2,浜田 多実雄,C,3.8999999999999915,2013-08-11,69.9,アラタマシャトル
33776,1,grass,right,bad,200.0,18,14,male/stallion,2,54.0,452.0,2.0,7,17.7,浜田 多実雄,B,4.799999999999997,2013-08-31,69.9,アラタマシャトル
28154,9,grass,right,average,0.0,16,13,female/mare,4,55.0,428.0,-21.0,15,168.2,高橋 祥泰,C,4.0,2013-07-21,71.0,アラディローザ
34982,12,dirt,right,average,0.0,16,11,female/mare,5,55.0,468.0,-2.0,13,251.0,的場 均,C,-0.9000000000000057,2013-09-08,72.9,アラマサスチール
9802,9,dirt,left,average,0.0,16,9,female/mare,5,55.0,462.0,-2.0,8,34.4,的場 均,C,0.5999999999999943,2013-03-10,74.2,アラマサスチール
2436,4,dirt,left,average,0.0,16,4,female/mare,5,55.0,468.0,2.0,16,358.5,阿部 新生,C,0.20000000000000284,2013-01-20,73.8,アラマサスチール
28345,10,dirt,left,average,216.0,16,11,gelding,5,57.0,448.0,-4.0,5,10.2,本間 忍,B,-2.4000000000000057,2013-07-21,71.3,アランルース
18725,8,dirt,left,somewhat heavy,67.0,15,4,gelding,5,57.0,444.0,-4.0,3,6.0,本間 忍,C,-2.8000000000000114,2013-05-12,73.0,アランルース
11657,8,dirt,right,average,0.0,16,15,gelding,5,57.0,454.0,16.0,4,7.5,本間 忍,B,-0.6000000000000085,2013-03-24,73.3,アランルース
27741,3,dirt,left,average,0.0,16,11,male/stallion,3,56.0,464.0,-8.0,16,688.3,木原 一良,C,2.299999999999997,2013-07-20,74.3,アリューリング
24780,2,grass,left,average,0.0,18,5,male/stallion,3,56.0,422.0,0.0,8,32.5,昆 貢,B,2.200000000000003,2013-06-29,71.3,アルジャン
6241,3,grass,right,average,50.0,18,1,male/stallion,3,56.0,420.0,-12.0,12,38.8,昆 貢,B,2.5999999999999943,2013-02-16,69.8,アルジャン
33292,3,grass,right,bad,0.0,18,14,male/stallion,3,56.0,434.0,12.0,15,154.0,昆 貢,C,-0.6000000000000085,2013-08-25,69.9,アルジャン
18224,11,dirt,left,somewhat heavy,0.0,15,1,male/stallion,7,57.0,506.0,6.0,10,38.8,中野 栄治,B,0.10000000000000853,2013-05-11,71.9,アルセーヌシチー
26217,12,grass,right,average,0.0,13,6,male/stallion,7,57.0,506.0,0.0,13,105.9,中野 栄治,C,-0.7000000000000028,2013-07-07,70.9,アルセーヌシチー
6131,7,dirt,right,heavy,180.0,16,4,gelding,4,57.0,480.0,4.0,10,60.9,田島 良保,C,-2.200000000000003,2013-02-16,72.2,アルティザン
8203,9,dirt,right,heavy,0.0,16,8,gelding,4,57.0,472.0,-8.0,8,22.4,田島 良保,B,-3.5999999999999943,2013-03-02,71.7,アルティザン
29297,8,grass,right,average,108.0,18,5,female/mare,4,55.0,450.0,6.0,15,72.0,境 直行,D,1.0,2013-07-28,67.7,アルティメイト
31870,12,grass,right,average,0.0,18,16,female/mare,4,55.0,448.0,-2.0,8,17.2,境 直行,B,-2.5999999999999943,2013-08-17,68.7,アルティメイト
36151,12,dirt,right,average,0.0,16,14,female/mare,4,55.0,450.0,2.0,9,40.0,境 直行,B,0.10000000000000853,2013-09-17,72.8,アルティメイト
23885,7,dirt,right,heavy,0.0,16,3,female/mare,3,52.0,466.0,-4.0,13,188.0,藤沢 則雄,B,-1.1999999999999886,2013-06-22,72.8,アルテミシア
14615,3,dirt,right,average,0.0,15,15,male/stallion,3,53.0,476.0,2.0,9,80.5,伊藤 圭三,C,0.7999999999999972,2013-04-14,76.9,アルバラード
12477,4,dirt,right,average,0.0,16,16,male/stallion,3,56.0,474.0,-8.0,15,256.7,伊藤 圭三,C,-2.4000000000000057,2013-03-31,74.3,アルバラード
3663,9,grass,left,average,0.0,18,10,male/stallion,4,56.0,484.0,-2.0,17,107.2,鈴木 康弘,C,-0.6000000000000085,2013-01-27,71.1,アルファジョイー
12961,1,dirt,right,somewhat heavy,0.0,16,10,male/stallion,3,56.0,488.0,0.0,5,18.1,小島 太,C,1.5,2013-04-06,74.6,アルファメール
25967,6,grass,right,average,0.0,15,3,male/stallion,3,56.0,492.0,2.0,8,13.2,小島 太,C,-0.7999999999999972,2013-07-07,70.7,アルファメール
13660,12,dirt,right,heavy,396.0,16,4,male/stallion,5,57.0,508.0,0.0,11,33.7,小島 太,B,0.7999999999999972,2013-04-07,72.1,アルベルティ
3322,10,grass,right,average,360.0,12,7,male/stallion,4,56.0,496.0,4.0,3,4.4,清水 久詞,B,-1.7999999999999972,2013-01-26,69.6,アルベルトバローズ
1266,12,grass,right,average,396.0,16,2,male/stallion,4,56.0,492.0,8.0,2,5.3,清水 久詞,B,-0.5,2013-01-13,68.5,アルベルトバローズ
14683,8,grass,right,average,360.0,13,10,male/stallion,4,57.0,486.0,-4.0,4,8.2,清水 久詞,B,-2.3999999999999915,2013-04-14,68.8,アルベルトバローズ
19132,12,grass,right,average,247.5,12,7,male/stallion,4,57.0,492.0,6.0,1,3.7,清水 久詞,B,-0.5,2013-05-12,68.7,アルベルトバローズ
20573,9,grass,right,average,0.0,16,12,male/stallion,4,57.0,494.0,2.0,6,8.2,清水 久詞,B,-3.0999999999999943,2013-05-25,69.6,アルベルトバローズ
4693,1,dirt,right,average,50.0,14,5,male/stallion,3,56.0,438.0,-2.0,6,13.4,安達 昭夫,C,-0.4000000000000057,2013-02-03,74.2,アルペンクローネ
23311,3,dirt,right,bad,460.0,16,7,male/stallion,3,56.0,442.0,0.0,1,3.6,安達 昭夫,B,-4.099999999999994,2013-06-16,71.6,アルペンクローネ
24917,12,dirt,left,average,0.0,16,6,male/stallion,3,54.0,436.0,-6.0,10,54.9,安達 昭夫,B,0.5999999999999943,2013-06-29,72.2,アルペンクローネ
21573,2,dirt,right,average,46.0,16,3,male/stallion,3,56.0,442.0,-2.0,4,8.8,安達 昭夫,B,-0.29999999999999716,2013-06-02,73.2,アルペンクローネ
925,2,dirt,right,average,50.0,16,13,male/stallion,3,56.0,440.0,4.0,12,138.0,安達 昭夫,B,4.299999999999997,2013-01-12,74.0,アルペンクローネ
3037,1,dirt,left,somewhat heavy,50.0,16,4,male/stallion,3,56.0,440.0,0.0,4,6.6,安達 昭夫,C,-3.6000000000000085,2013-01-26,75.2,アルペンクローネ
33445,2,grass,right,somewhat heavy,75.0,16,15,male/stallion,2,54.0,454.0,4.0,4,5.1,伊藤 大士,C,1.7999999999999972,2013-08-31,73.7,アルマエルナト
25908,1,grass,right,average,200.0,9,9,male/stallion,2,54.0,450.0,2.0,1,2.4,伊藤 大士,B,-0.09999999999999432,2013-07-07,70.5,アルマエルナト
31876,1,grass,right,somewhat heavy,200.0,11,8,male/stallion,2,54.0,450.0,0.0,2,4.1,伊藤 大士,B,0.29999999999999716,2013-08-18,73.3,アルマエルナト
15863,5,grass,right,average,200.0,16,2,male/stallion,3,56.0,454.0,0.0,2,2.7,伊藤 伸一,B,0.29999999999999716,2013-04-27,69.9,アルマダクロス
14411,2,grass,right,average,125.0,16,16,male/stallion,3,56.0,454.0,4.0,2,3.2,伊藤 伸一,C,-1.6000000000000085,2013-04-14,70.7,アルマダクロス
27912,3,grass,right,average,0.0,16,7,male/stallion,3,56.0,456.0,0.0,1,4.3,伊藤 伸一,B,-2.3999999999999915,2013-07-21,70.8,アルマダクロス
32987,7,grass,right,somewhat heavy,0.0,16,9,male/stallion,3,54.0,456.0,0.0,8,31.0,伊藤 伸一,C,0.20000000000000284,2013-08-25,73.9,アルマダクロス
9021,3,dirt,right,average,0.0,16,1,female/mare,3,54.0,462.0,-12.0,7,19.7,高橋 文雅,B,0.0,2013-03-09,74.2,アルマディヴァン
1099,1,dirt,right,average,50.0,16,11,female/mare,3,54.0,484.0,8.0,3,8.3,高橋 文雅,B,-0.10000000000000853,2013-01-13,74.2,アルマディヴァン
25240,12,grass,right,average,0.0,15,10,female/mare,3,52.0,482.0,-2.0,4,6.4,高橋 文雅,B,0.20000000000000284,2013-06-30,69.6,アルマディヴァン
36334,12,dirt,right,average,0.0,16,4,male/stallion,3,55.0,470.0,0.0,4,6.0,高橋 文雅,C,-2.9000000000000057,2013-09-21,74.1,アルマドラーゴ
31501,10,grass,right,average,0.0,13,1,male/stallion,3,54.0,470.0,10.0,7,18.2,高橋 文雅,B,1.5,2013-08-17,72.3,アルマドラーゴ
6912,12,grass,right,average,512.0,17,8,female/mare,5,55.0,476.0,-4.0,1,4.2,佐々木 晶三,B,-0.29999999999999716,2013-02-17,68.2,アルマリンピア
20563,9,grass,right,average,1440.0,16,4,female/mare,5,55.0,478.0,-4.0,1,3.0,佐々木 晶三,B,2.799999999999997,2013-05-25,68.7,アルマリンピア
34692,3,dirt,right,somewhat heavy,0.0,16,16,female/mare,3,54.0,458.0,-10.0,7,37.3,大久保 龍志,C,0.5999999999999943,2013-09-07,73.7,アルマーズビコー
24076,9,grass,right,average,0.0,16,2,female/mare,4,55.0,470.0,14.0,7,21.2,昆 貢,B,1.7000000000000028,2013-06-23,70.7,アルレガーロ
31022,1,grass,left,average,75.0,14,13,male/stallion,2,54.0,504.0,8.0,1,3.0,和田 雄二,A,-0.20000000000000284,2013-08-11,70.1,アローズグリーム
8295,3,grass,right,average,0.0,18,5,female/mare,3,51.0,430.0,-8.0,11,76.6,伊藤 圭三,C,0.0,2013-03-02,70.9,アワサンシャイン
25586,2,grass,right,average,0.0,16,3,female/mare,3,51.0,426.0,-6.0,12,222.8,伊藤 圭三,C,4.699999999999989,2013-07-06,73.7,アワサンシャイン
30035,2,dirt,left,somewhat heavy,0.0,15,5,female/mare,3,54.0,428.0,-6.0,12,121.4,本間 忍,C,-5.599999999999994,2013-08-04,73.3,アワードリング
31539,1,dirt,left,average,125.0,15,1,female/mare,2,54.0,448.0,-8.0,3,8.2,鹿戸 雄一,B,0.0,2013-08-17,72.8,アンクト
20113,3,dirt,right,average,0.0,16,5,female/mare,3,54.0,448.0,4.0,14,147.8,牧田 和弥,C,-4.700000000000003,2013-05-19,74.4,アンケセナーメン
13699,2,dirt,right,bad,0.0,16,15,female/mare,3,54.0,444.0,-8.0,12,153.0,牧田 和弥,B,-0.7999999999999972,2013-04-07,73.9,アンケセナーメン
3655,9,grass,left,average,268.0,18,4,gelding,5,57.0,466.0,0.0,8,15.6,和田 正道,C,0.10000000000000853,2013-01-27,70.8,アンゲネーム
13487,12,grass,right,bad,0.0,16,1,gelding,5,57.0,472.0,8.0,7,12.9,和田 正道,C,0.19999999999998863,2013-04-07,71.7,アンゲネーム
7410,12,grass,right,average,0.0,18,18,gelding,5,57.0,464.0,-2.0,4,9.7,和田 正道,B,-1.2999999999999972,2013-02-23,68.8,アンゲネーム
32370,11,grass,right,average,0.0,15,8,female/mare,6,53.0,470.0,0.0,12,58.3,今野 貞一,B,1.1000000000000085,2013-08-18,67.4,アンシェルブルー
27182,11,grass,right,somewhat heavy,0.0,16,1,female/mare,6,54.0,468.0,-2.0,7,17.9,今野 貞一,B,-2.0,2013-07-14,71.8,アンシェルブルー
16485,11,grass,right,average,0.0,16,15,female/mare,6,53.0,470.0,8.0,14,49.2,今野 貞一,C,0.5999999999999943,2013-04-28,68.8,アンシェルブルー
6778,3,grass,right,average,125.0,18,10,female/mare,3,54.0,478.0,0.0,2,7.5,松永 昌博,B,3.3999999999999915,2013-02-17,69.7,アンスタンフィール
35677,2,dirt,right,somewhat heavy,60.0,16,13,female/mare,3,54.0,462.0,4.0,8,64.9,松元 茂樹,C,-2.6000000000000085,2013-09-15,72.1,アンテインテッド
10105,8,dirt,right,average,288.0,16,16,female/mare,4,55.0,468.0,0.0,2,4.2,大竹 正博,B,-0.20000000000000284,2013-03-16,72.0,アンバウンド
33760,12,dirt,left,somewhat heavy,720.0,15,10,female/mare,4,55.0,474.0,0.0,1,2.2,大竹 正博,B,5.200000000000003,2013-08-31,70.2,アンバウンド
98,7,dirt,right,average,72.0,15,7,female/mare,4,54.0,468.0,-2.0,4,7.1,大竹 正博,B,-1.4000000000000057,2013-01-05,72.2,アンバウンド
13063,8,dirt,right,somewhat heavy,720.0,16,10,female/mare,4,55.0,470.0,2.0,1,1.6,大竹 正博,B,0.09999999999999432,2013-04-06,72.1,アンバウンド
30364,12,grass,right,somewhat heavy,990.0,18,17,female/mare,4,55.0,464.0,10.0,1,3.2,福島 信晴,B,-1.0,2013-08-04,67.9,アンバルブライベン
33939,11,grass,right,heavy,0.0,18,4,female/mare,4,53.0,458.0,0.0,2,5.8,福島 信晴,B,0.20000000000000284,2013-08-31,68.7,アンバルブライベン
20565,9,grass,right,average,360.0,16,13,female/mare,4,55.0,452.0,2.0,4,6.6,福島 信晴,B,0.8999999999999915,2013-05-25,68.8,アンバルブライベン
33386,10,grass,right,bad,1440.0,18,17,female/mare,4,54.0,458.0,-6.0,4,8.6,福島 信晴,A,-1.0,2013-08-25,67.7,アンバルブライベン
15734,8,dirt,right,somewhat heavy,720.0,16,15,female/mare,4,55.0,458.0,-2.0,5,13.7,安田 隆行,B,-0.9000000000000057,2013-04-21,72.2,アンビータブル
26787,7,dirt,left,somewhat heavy,180.0,16,12,female/mare,4,55.0,462.0,-2.0,1,2.0,安田 隆行,B,-0.09999999999999432,2013-07-13,71.6,アンビータブル
26259,3,dirt,left,average,0.0,16,3,female/mare,3,54.0,460.0,-6.0,9,36.8,昆 貢,B,0.0,2013-07-07,75.4,アンブレスド
15645,1,dirt,right,somewhat heavy,0.0,16,12,female/mare,3,54.0,466.0,-10.0,11,58.7,昆 貢,B,-1.7000000000000028,2013-04-21,73.4,アンブレスド
33399,10,grass,right,bad,0.0,18,13,female/mare,8,52.0,468.0,6.0,10,27.3,小野 幸治,C,1.5999999999999943,2013-08-25,68.7,アンプレシオネ
27338,10,grass,left,average,0.0,14,1,female/mare,8,55.0,468.0,2.0,14,148.9,小野 幸治,C,-2.3999999999999915,2013-07-14,69.6,アンプレシオネ
3324,10,grass,right,average,144.0,12,10,female/mare,8,55.0,468.0,8.0,7,18.2,小野 幸治,C,0.0,2013-01-26,69.7,アンプレシオネ
21703,12,dirt,right,average,720.0,16,11,female/mare,4,55.0,472.0,-8.0,3,5.9,昆 貢,C,0.4000000000000057,2013-06-02,71.8,アンリヴィールド
28346,10,dirt,left,average,144.0,16,4,female/mare,4,55.0,476.0,4.0,6,14.2,昆 貢,B,3.0999999999999943,2013-07-21,71.4,アンリヴィールド
