,Race Number,Track Surface,Inner/Outer Track,Racecourse Condition,Prize Pool,No. of Contestants,Track No.,Gender,Age,Weight,Net Weight,Weight Change,Popularity,Odds,Trainer,Grade,Time Residual,Date,Time,Name
8206,9,dirt,right,heavy,0.0,16,12,gelding,4,57.0,448.0,-8.0,16,232.3,鮫島 一歩,D,-0.4000000000000057,2013-03-02,72.1,メイショウビリーヴ
26388,12,grass,left,average,0.0,18,12,gelding,4,57.0,446.0,-8.0,17,212.7,鮫島 一歩,B,-0.5999999999999943,2013-07-07,70.4,メイショウビリーヴ
16693,1,dirt,right,average,0.0,16,16,male/stallion,3,56.0,462.0,14.0,12,151.2,安達 昭夫,B,0.5,2013-04-28,74.5,メイショウフウタ
34696,3,dirt,right,somewhat heavy,0.0,16,12,male/stallion,3,56.0,468.0,4.0,13,247.2,安達 昭夫,B,-5.299999999999997,2013-09-07,74.4,メイショウフウタ
16332,12,dirt,right,average,0.0,16,11,male/stallion,4,57.0,468.0,-2.0,10,28.1,本田 優,C,-1.2999999999999972,2013-04-27,73.5,メイショウフォロー
9666,12,dirt,right,average,148.5,16,8,male/stallion,4,57.0,470.0,-2.0,15,140.1,本田 優,B,2.700000000000003,2013-03-10,71.9,メイショウフォロー
32263,4,grass,right,average,184.0,18,17,female/mare,3,54.0,508.0,0.0,3,4.6,千田 輝彦,B,0.5,2013-08-18,68.0,メイショウホノボノ
29224,3,grass,right,average,69.0,18,13,female/mare,3,54.0,508.0,12.0,1,2.4,千田 輝彦,B,0.0,2013-07-28,67.9,メイショウホノボノ
34327,2,grass,right,somewhat heavy,184.0,18,16,female/mare,3,54.0,508.0,0.0,1,3.1,千田 輝彦,B,1.2000000000000028,2013-09-01,70.0,メイショウホノボノ
5314,10,grass,right,average,0.0,16,13,female/mare,3,54.0,434.0,-8.0,13,51.4,小野 幸治,C,-0.6999999999999886,2013-02-09,70.0,メイショウホマレ
10985,7,dirt,right,average,0.0,16,10,male/stallion,5,57.0,470.0,-4.0,12,34.4,飯田 明弘,C,0.8999999999999915,2013-03-17,76.6,メイショウホロベツ
7188,8,dirt,right,average,0.0,15,5,male/stallion,5,57.0,474.0,-4.0,7,20.7,飯田 明弘,B,-2.0,2013-02-23,73.4,メイショウホロベツ
4122,6,dirt,left,average,0.0,14,2,male/stallion,5,57.0,478.0,-4.0,7,18.9,飯田 明弘,B,3.299999999999997,2013-02-02,73.3,メイショウホロベツ
1004,7,dirt,right,average,72.0,16,12,male/stallion,5,57.0,482.0,6.0,10,36.1,飯田 明弘,B,0.20000000000000284,2013-01-12,73.2,メイショウホロベツ
30368,12,grass,right,somewhat heavy,99.0,18,7,male/stallion,4,57.0,488.0,2.0,15,91.7,白井 寿昭,B,-0.7999999999999972,2013-08-04,68.4,メイショウムロト
33900,9,grass,right,heavy,0.0,18,1,male/stallion,4,57.0,486.0,-2.0,8,34.2,白井 寿昭,C,1.8000000000000114,2013-08-31,69.1,メイショウムロト
20110,3,dirt,right,average,0.0,16,1,female/mare,3,54.0,444.0,4.0,3,6.5,西浦 勝一,B,1.4000000000000057,2013-05-19,73.9,メイショウメロディ
11910,1,dirt,right,average,200.0,16,6,female/mare,3,54.0,438.0,4.0,8,20.8,西浦 勝一,D,2.700000000000003,2013-03-24,73.9,メイショウメロディ
13174,3,dirt,right,average,75.0,16,16,female/mare,3,54.0,440.0,2.0,2,5.8,西浦 勝一,D,-4.1000000000000085,2013-04-06,73.5,メイショウメロディ
5018,1,dirt,right,somewhat heavy,0.0,16,2,female/mare,3,54.0,440.0,0.0,10,104.6,西浦 勝一,C,0.29999999999999716,2013-02-09,74.7,メイショウメロディ
3724,1,dirt,right,average,0.0,15,14,female/mare,3,54.0,440.0,-6.0,12,207.8,西浦 勝一,D,1.0999999999999943,2013-01-27,76.4,メイショウメロディ
24912,12,dirt,left,average,288.0,16,3,female/mare,4,55.0,442.0,-4.0,2,3.9,沖 芳夫,B,0.9000000000000057,2013-06-29,71.6,メイショウユメゴゼ
13244,8,dirt,right,somewhat heavy,720.0,16,16,female/mare,4,55.0,444.0,0.0,2,5.6,沖 芳夫,B,0.10000000000000853,2013-04-06,72.3,メイショウユメゴゼ
34036,6,grass,right,heavy,0.0,16,7,male/stallion,3,54.0,476.0,-6.0,3,7.5,高橋 義忠,C,0.3999999999999915,2013-09-01,76.3,メイショウライナー
16766,6,grass,right,average,175.0,18,17,male/stallion,3,56.0,466.0,4.0,3,6.6,高橋 義忠,B,-2.0,2013-04-28,69.5,メイショウライナー
8816,3,grass,right,average,200.0,18,13,male/stallion,3,56.0,458.0,-12.0,1,3.3,高橋 義忠,B,-4.0,2013-03-03,69.1,メイショウライナー
29961,9,grass,right,average,180.0,16,3,male/stallion,3,54.0,476.0,10.0,4,7.0,高橋 義忠,C,-2.9000000000000057,2013-08-04,70.0,メイショウライナー
8632,2,dirt,right,heavy,200.0,16,1,male/stallion,3,56.0,450.0,2.0,4,13.6,高橋 義忠,B,-0.7999999999999972,2013-03-03,72.7,メイショウラムダ
194,1,dirt,right,somewhat heavy,0.0,16,9,male/stallion,3,53.0,450.0,2.0,9,42.0,高橋 義忠,C,-0.09999999999999432,2013-01-05,73.9,メイショウラムダ
10387,2,dirt,right,average,125.0,15,3,male/stallion,3,56.0,452.0,2.0,3,5.4,高橋 義忠,C,1.4000000000000057,2013-03-16,73.8,メイショウラムダ
5858,12,grass,right,average,0.0,17,10,male/stallion,8,57.0,468.0,-2.0,14,97.2,飯田 明弘,C,0.7000000000000028,2013-02-10,68.6,メイショウローラン
2020,11,grass,left,average,0.0,18,1,male/stallion,8,57.0,470.0,-8.0,17,69.1,飯田 明弘,C,0.5999999999999943,2013-01-19,70.0,メイショウローラン
29850,11,grass,right,average,0.0,10,5,male/stallion,8,57.0,468.0,6.0,7,47.2,飯田 明弘,C,-1.4000000000000057,2013-08-03,68.4,メイショウローラン
35854,1,dirt,right,somewhat heavy,0.0,16,6,female/mare,2,54.0,400.0,-10.0,3,7.2,松山 康久,B,0.5,2013-09-17,75.7,メイソヴリン
24448,1,grass,right,average,125.0,12,11,male/stallion,2,54.0,474.0,-12.0,2,3.3,佐々木 晶三,B,-0.3999999999999915,2013-06-29,70.1,メジャースタイル
30999,11,grass,right,average,0.0,12,12,female/mare,5,51.0,454.0,0.0,11,58.1,高木 登,B,-0.6000000000000085,2013-08-11,70.9,メジロツボネ
28017,12,grass,right,average,216.0,11,9,female/mare,5,55.0,452.0,2.0,6,15.5,高木 登,B,-3.0,2013-07-21,69.4,メジロツボネ
28040,1,grass,right,average,0.0,16,9,female/mare,2,51.0,400.0,-4.0,14,267.8,畠山 重則,C,-2.299999999999997,2013-07-21,73.1,メスイドール
30638,8,dirt,left,average,0.0,15,3,male/stallion,3,54.0,500.0,0.0,8,31.1,久保田 貴士,B,-2.0,2013-08-10,72.6,メテオーラビアンカ
11885,11,grass,left,average,0.0,17,14,female/mare,5,55.0,484.0,6.0,16,366.7,村山 明,B,-0.20000000000000284,2013-03-24,68.8,メモリアルイヤー
15824,2,grass,right,average,0.0,16,10,female/mare,3,52.0,432.0,-4.0,12,114.9,松山 康久,B,0.0,2013-04-27,71.8,メモリアルメイト
30603,6,dirt,left,average,0.0,15,7,female/mare,3,53.0,476.0,10.0,10,93.0,斎藤 誠,B,5.0,2013-08-10,74.6,メリアブーケ
36232,6,dirt,right,average,160.0,16,4,female/mare,3,54.0,508.0,-2.0,1,3.4,栗田 徹,B,-0.10000000000000853,2013-09-21,72.8,メリーウェザー
34000,4,grass,right,bad,115.0,16,10,female/mare,3,54.0,510.0,6.0,2,4.6,栗田 徹,B,1.0,2013-09-01,76.2,メリーウェザー
19135,12,grass,right,average,0.0,12,5,female/mare,5,52.0,460.0,2.0,12,292.3,武藤 善則,C,0.20000000000000284,2013-05-12,69.2,メロークーミス
12554,9,dirt,right,average,0.0,16,4,male/stallion,6,57.0,470.0,2.0,15,123.9,武市 康男,C,1.0999999999999943,2013-03-31,71.8,モエレジュンキン
20228,11,dirt,right,average,0.0,16,15,male/stallion,6,57.0,466.0,2.0,16,254.7,武市 康男,C,0.7999999999999972,2013-05-19,72.3,モエレジュンキン
25998,9,grass,right,average,288.0,13,6,female/mare,4,55.0,490.0,0.0,1,1.5,大竹 正博,B,0.3999999999999915,2013-07-07,69.5,モエレフルール
2298,7,dirt,right,heavy,288.0,16,10,female/mare,4,54.0,482.0,-4.0,1,3.5,大竹 正博,B,-4.8999999999999915,2013-01-20,72.8,モエレフルール
4077,3,dirt,left,average,0.0,14,10,female/mare,4,55.0,482.0,0.0,1,4.5,大竹 正博,B,2.299999999999997,2013-02-02,73.3,モエレフルール
16435,8,grass,right,average,670.0,16,2,female/mare,4,55.0,486.0,2.0,2,3.6,大竹 正博,B,-0.8999999999999915,2013-04-28,68.5,モエレフルール
19295,11,grass,left,average,0.0,16,7,female/mare,4,53.0,490.0,4.0,2,4.9,大竹 正博,B,0.7000000000000028,2013-05-18,68.9,モエレフルール
35653,12,dirt,right,bad,0.0,16,14,male/stallion,4,54.0,454.0,7.0,16,302.6,小島 茂之,C,-1.0,2013-09-15,72.1,モエレプレジデント
35126,11,grass,right,average,0.0,13,10,male/stallion,3,54.0,442.0,0.0,10,98.3,高橋 祥泰,B,-0.7000000000000028,2013-09-08,68.9,モグモグパクパク
34538,3,dirt,right,somewhat heavy,0.0,16,14,male/stallion,3,56.0,460.0,0.0,3,9.1,斎藤 誠,B,1.3000000000000114,2013-09-07,73.7,モストヴェルデ
29233,3,grass,right,average,0.0,18,16,male/stallion,3,56.0,432.0,-6.0,9,49.1,吉村 圭司,C,1.5999999999999943,2013-07-28,69.2,モズムラクモ
12939,11,grass,right,average,0.0,16,9,female/mare,6,53.0,454.0,10.0,13,28.0,清水 久詞,C,0.7999999999999972,2013-04-06,69.3,モトヒメ
9101,9,grass,right,average,0.0,16,13,female/mare,6,55.0,444.0,-2.0,13,67.5,清水 久詞,B,0.8999999999999915,2013-03-09,68.6,モトヒメ
6920,12,grass,right,average,0.0,17,13,female/mare,6,55.0,446.0,-2.0,16,157.6,清水 久詞,C,-0.10000000000000853,2013-02-17,68.7,モトヒメ
19264,9,dirt,left,average,100.5,15,1,gelding,5,54.0,470.0,-2.0,8,14.0,小桧山 悟,B,-1.0999999999999943,2013-05-18,72.8,モリトブイコール
10110,8,dirt,right,average,0.0,16,1,gelding,5,55.0,478.0,-2.0,16,222.9,小桧山 悟,C,0.5,2013-03-16,72.7,モリトブイコール
2791,7,dirt,right,somewhat heavy,0.0,16,14,gelding,5,54.0,484.0,8.0,10,60.2,小桧山 悟,B,1.5,2013-01-21,73.1,モリトブイコール
25914,1,grass,right,average,0.0,9,3,male/stallion,2,52.0,498.0,-6.0,9,159.7,小桧山 悟,D,-3.799999999999997,2013-07-07,72.4,モリトラッキー
26892,1,grass,right,average,0.0,10,2,male/stallion,2,52.0,496.0,-2.0,10,226.0,小桧山 悟,C,0.0,2013-07-14,72.3,モリトラッキー
35514,2,dirt,right,bad,0.0,16,8,male/stallion,2,51.0,478.0,-18.0,14,305.4,小桧山 悟,C,0.7999999999999972,2013-09-15,75.4,モリトラッキー
17065,1,dirt,left,somewhat heavy,0.0,15,8,female/mare,3,51.0,420.0,4.0,14,458.0,大江原 哲,C,0.7000000000000028,2013-05-04,75.8,モルフェキッド
11556,1,dirt,right,average,0.0,15,8,female/mare,3,51.0,422.0,-4.0,13,172.6,大江原 哲,C,-0.5999999999999943,2013-03-24,75.2,モルフェキッド
13000,3,dirt,right,somewhat heavy,0.0,16,2,female/mare,3,51.0,416.0,-6.0,16,681.9,大江原 哲,C,0.29999999999999716,2013-04-06,75.5,モルフェキッド
9561,4,dirt,right,average,0.0,14,9,female/mare,3,51.0,454.0,8.0,14,432.6,大江原 哲,C,-0.09999999999999432,2013-03-10,75.8,モルフェハッピー
25237,12,grass,right,average,108.0,15,2,female/mare,3,52.0,442.0,-8.0,5,10.5,武藤 善則,B,0.0,2013-06-30,69.3,モレサンドニ
35309,12,dirt,right,average,0.0,16,8,female/mare,3,53.0,448.0,6.0,2,3.5,武藤 善則,B,-4.299999999999997,2013-09-14,73.5,モレサンドニ
10536,1,dirt,right,average,500.0,16,9,female/mare,3,54.0,450.0,10.0,5,12.6,武藤 善則,C,0.7000000000000028,2013-03-17,73.4,モレサンドニ
14094,4,dirt,right,average,0.0,14,7,male/stallion,3,56.0,476.0,-4.0,10,96.1,牧 光二,C,-0.4000000000000057,2013-04-13,75.1,モンサンサターン
9564,4,dirt,right,average,0.0,14,3,female/mare,3,54.0,464.0,0.0,10,52.2,牧 光二,C,0.09999999999999432,2013-03-10,76.3,モンサンスピカ
32996,7,grass,right,somewhat heavy,0.0,16,14,female/mare,3,52.0,456.0,-8.0,11,74.0,牧 光二,B,-0.9000000000000057,2013-08-25,75.7,モンサンスピカ
7513,7,grass,right,average,0.0,16,3,female/mare,3,54.0,464.0,-2.0,11,47.2,牧 光二,B,-2.9000000000000057,2013-02-24,70.6,モンサンスピカ
22569,9,grass,right,somewhat heavy,0.0,16,10,female/mare,3,52.0,460.0,-4.0,14,63.0,牧 光二,B,-2.3999999999999915,2013-06-15,69.8,モンサンスピカ
35301,12,dirt,right,average,720.0,16,6,male/stallion,3,55.0,472.0,2.0,3,5.1,小島 茂之,B,0.9000000000000057,2013-09-14,72.0,モンテネオ
8982,1,dirt,right,average,500.0,16,1,male/stallion,3,56.0,484.0,-6.0,1,2.3,小島 茂之,B,1.3000000000000114,2013-03-09,72.5,モンテネオ
34643,12,grass,right,average,288.0,16,4,male/stallion,3,55.0,518.0,8.0,2,3.8,和田 正道,C,1.0,2013-09-07,68.1,モンマックス
9409,6,grass,right,average,280.0,12,1,male/stallion,3,54.0,514.0,14.0,2,4.7,和田 正道,B,-0.8999999999999915,2013-03-09,69.5,モンマックス
34029,6,grass,right,heavy,180.0,16,5,female/mare,3,52.0,428.0,2.0,1,3.2,角田 晃一,C,4.6000000000000085,2013-09-01,74.2,モーニングコール
32480,9,grass,right,somewhat heavy,288.0,16,15,female/mare,3,52.0,426.0,6.0,2,6.0,角田 晃一,B,1.5,2013-08-24,72.6,モーニングコール
1559,6,dirt,right,bad,0.0,16,14,female/mare,3,54.0,428.0,0.0,2,6.6,角田 晃一,B,0.3999999999999915,2013-01-14,73.3,モーニングコール
8944,10,grass,right,average,0.0,18,16,female/mare,3,54.0,426.0,4.0,3,5.7,角田 晃一,B,0.09999999999999432,2013-03-03,69.3,モーニングコール
30945,7,grass,right,average,180.0,16,3,female/mare,3,52.0,420.0,4.0,6,16.6,角田 晃一,D,0.8000000000000114,2013-08-11,70.6,モーニングコール
5301,10,grass,right,average,212.5,16,6,female/mare,3,54.0,422.0,-6.0,3,8.0,角田 晃一,C,-1.1999999999999886,2013-02-09,68.3,モーニングコール
16767,6,grass,right,average,105.0,18,15,female/mare,3,54.0,420.0,-6.0,4,12.4,角田 晃一,C,1.5999999999999943,2013-04-28,69.6,モーニングコール
13047,6,dirt,right,somewhat heavy,0.0,16,4,female/mare,3,54.0,452.0,-2.0,11,39.4,高柳 瑞樹,C,0.09999999999999432,2013-04-06,75.1,モーニングムーン
29973,9,grass,right,average,0.0,16,8,female/mare,5,55.0,520.0,4.0,10,33.0,谷原 義明,C,0.20000000000000284,2013-08-04,71.2,ヤギリエスペランサ
32994,7,grass,right,somewhat heavy,0.0,16,8,female/mare,5,52.0,516.0,-2.0,12,113.6,谷原 義明,B,-1.3999999999999915,2013-08-25,75.1,ヤギリエスペランサ
26475,8,grass,right,average,0.0,11,5,female/mare,5,55.0,516.0,14.0,10,127.4,谷原 義明,C,-2.0,2013-07-13,70.3,ヤギリエスペランサ
3659,9,grass,left,average,0.0,18,2,female/mare,4,54.0,430.0,8.0,4,9.2,水野 貴広,B,-2.1999999999999886,2013-01-27,71.0,ヤサカオディール
9109,9,grass,right,average,0.0,16,9,female/mare,5,55.0,466.0,10.0,12,61.7,水野 貴広,B,1.9000000000000057,2013-03-09,69.8,ヤサカシャイニー
19771,5,grass,left,average,0.0,16,16,female/mare,3,54.0,438.0,-12.0,15,265.7,武 宏平,D,1.0999999999999943,2013-05-19,71.6,ヤマカツヒロイン
14415,2,grass,right,average,0.0,16,6,male/stallion,3,56.0,472.0,4.0,7,13.6,大和田 成,C,2.200000000000003,2013-04-14,71.0,ヤマサダイス
10975,7,dirt,right,average,0.0,16,3,male/stallion,5,57.0,524.0,4.0,14,157.3,田中 章博,D,-0.5,2013-03-17,72.9,ヤマニンアルシェ
35107,10,dirt,right,heavy,0.0,16,12,male/stallion,5,57.0,526.0,6.0,10,89.5,田中 章博,B,-0.8000000000000114,2013-09-08,70.4,ヤマニンアルシェ
21711,12,dirt,right,average,0.0,16,5,male/stallion,5,57.0,520.0,-4.0,13,178.3,田中 章博,C,-4.299999999999997,2013-06-02,72.5,ヤマニンアルシェ
27220,2,dirt,left,somewhat heavy,46.0,16,13,female/mare,3,54.0,474.0,2.0,8,45.2,柴田 政見,B,0.29999999999999716,2013-07-14,73.3,ヤマニンエトレンヌ
17670,9,grass,left,average,670.0,16,12,male/stallion,4,57.0,498.0,-4.0,4,10.2,千田 輝彦,B,-0.4000000000000057,2013-05-05,68.8,ヤマニンカヴァリエ
14031,12,grass,right,average,132.0,16,10,male/stallion,4,57.0,502.0,-4.0,2,4.0,千田 輝彦,B,1.6000000000000085,2013-04-13,69.7,ヤマニンカヴァリエ
36311,11,grass,right,average,0.0,16,2,female/mare,6,53.0,512.0,22.0,8,19.8,星野 忍,B,-0.3999999999999915,2013-09-21,68.2,ヤマニングルノイユ
1265,12,grass,right,average,990.0,16,15,female/mare,6,55.0,502.0,0.0,5,11.3,星野 忍,B,0.7000000000000028,2013-01-13,68.1,ヤマニングルノイユ
7055,10,grass,right,average,0.0,16,14,female/mare,6,53.0,504.0,2.0,2,4.1,星野 忍,B,1.0,2013-02-23,68.4,ヤマニングルノイユ
12233,11,grass,right,average,0.0,16,14,female/mare,6,55.0,498.0,-6.0,9,14.1,星野 忍,B,0.3999999999999915,2013-03-30,67.7,ヤマニングルノイユ
8827,3,grass,right,average,0.0,18,7,female/mare,3,54.0,440.0,-14.0,9,13.8,浅見 秀一,C,1.1000000000000085,2013-03-03,70.3,ヤマニンシェリル
34039,6,grass,right,heavy,0.0,16,15,male/stallion,5,55.0,478.0,-10.0,10,24.3,栗田 徹,B,4.0,2013-09-01,76.9,ヤマニンシバルリー
22560,9,grass,right,somewhat heavy,288.0,16,1,male/stallion,5,57.0,486.0,-8.0,7,18.9,栗田 徹,C,-1.0,2013-06-15,69.0,ヤマニンシバルリー
25287,3,dirt,left,average,0.0,16,3,female/mare,3,54.0,432.0,-6.0,8,51.4,田中 章博,B,0.0,2013-06-30,74.3,ヤマニンジェルブ
35540,4,dirt,right,bad,0.0,16,3,female/mare,3,54.0,440.0,2.0,5,8.4,星野 忍,B,-0.5999999999999943,2013-09-15,73.4,ヤマニンソルシェ
15973,12,grass,right,average,0.0,15,5,female/mare,4,55.0,472.0,-6.0,8,19.0,田島 俊明,C,0.5,2013-04-27,71.0,ヤマニンネレイス
34657,12,grass,right,average,0.0,16,2,female/mare,4,55.0,458.0,-8.0,7,23.3,田島 俊明,B,-3.200000000000003,2013-09-07,72.1,ヤマニンネレイス
26987,9,grass,right,average,0.0,9,9,female/mare,4,55.0,466.0,0.0,8,41.8,田島 俊明,C,0.0,2013-07-14,70.2,ヤマニンネレイス
33943,11,grass,right,heavy,0.0,18,10,female/mare,5,54.0,504.0,-4.0,9,24.5,松永 幹夫,B,-1.2000000000000028,2013-08-31,69.9,ヤマニンパピオネ
24726,11,grass,right,average,696.0,16,4,female/mare,5,55.0,500.0,-4.0,3,6.8,松永 幹夫,B,1.7999999999999972,2013-06-29,68.8,ヤマニンパピオネ
17055,1,dirt,left,somewhat heavy,500.0,15,7,male/stallion,3,56.0,456.0,0.0,1,2.2,浅見 秀一,B,-1.1000000000000085,2013-05-04,73.4,ヤマニンブルジョン
9692,2,dirt,left,average,200.0,16,4,male/stallion,3,56.0,462.0,4.0,2,4.7,浅見 秀一,B,0.4000000000000057,2013-03-10,73.1,ヤマニンブルジョン
11201,1,dirt,left,average,200.0,16,11,male/stallion,3,56.0,462.0,0.0,2,4.1,浅見 秀一,B,1.6999999999999886,2013-03-23,73.2,ヤマニンブルジョン
19291,11,grass,left,average,320.0,16,16,female/mare,4,53.0,480.0,16.0,9,16.8,木原 一良,B,-0.7000000000000028,2013-05-18,68.8,ヤマニンプチガトー
29477,11,grass,right,average,576.0,16,11,female/mare,4,53.0,476.0,-2.0,3,6.3,木原 一良,B,1.0,2013-08-03,69.7,ヤマニンプチガトー
2009,11,grass,left,average,0.0,18,5,female/mare,4,54.0,464.0,-4.0,2,7.2,木原 一良,C,-0.5999999999999943,2013-01-19,69.6,ヤマニンプチガトー
23589,12,grass,right,average,990.0,16,4,female/mare,4,55.0,478.0,-2.0,2,4.0,木原 一良,B,-0.20000000000000284,2013-06-22,68.9,ヤマニンプチガトー
33553,10,grass,right,bad,576.0,16,5,female/mare,4,55.0,476.0,4.0,2,6.6,木原 一良,C,0.4000000000000057,2013-08-31,74.8,ヤマニンプチガトー
17919,1,dirt,right,average,0.0,16,11,female/mare,3,54.0,448.0,-6.0,8,16.0,西橋 豊治,C,1.1000000000000085,2013-05-05,74.3,ヤマニンプチタルト
8098,1,dirt,right,bad,125.0,16,9,female/mare,3,51.0,454.0,-4.0,7,17.1,西橋 豊治,C,-1.5999999999999943,2013-03-02,72.8,ヤマニンプチタルト
35830,12,grass,right,heavy,0.0,16,16,female/mare,5,52.0,486.0,-8.0,10,26.4,木原 一良,B,-0.4000000000000057,2013-09-15,70.6,ヤマニンボンプアン
10807,7,grass,left,average,268.0,18,13,female/mare,5,53.0,488.0,10.0,6,12.7,木原 一良,B,0.0,2013-03-17,69.7,ヤマニンボンプアン
5800,9,grass,right,average,100.5,18,15,female/mare,5,52.0,482.0,0.0,3,7.9,木原 一良,C,0.7000000000000028,2013-02-10,68.6,ヤマニンボンプアン
31865,12,grass,right,average,0.0,18,10,female/mare,5,53.0,494.0,8.0,7,15.1,木原 一良,B,-0.10000000000000853,2013-08-17,68.3,ヤマニンボンプアン
7854,8,grass,right,average,167.5,18,2,female/mare,5,53.0,478.0,-4.0,3,6.7,木原 一良,C,-6.1000000000000085,2013-02-24,68.8,ヤマニンボンプアン
12875,7,grass,right,average,0.0,16,13,female/mare,5,55.0,482.0,-6.0,1,3.0,木原 一良,B,0.9000000000000057,2013-04-06,69.3,ヤマニンボンプアン
12722,8,dirt,right,average,0.0,16,11,male/stallion,4,57.0,474.0,6.0,12,92.9,柴田 政見,B,-0.5,2013-03-31,74.8,ヤマニンメンヒル
21706,12,dirt,right,average,108.0,16,16,male/stallion,4,57.0,474.0,0.0,11,59.8,柴田 政見,B,0.5,2013-06-02,72.2,ヤマニンメンヒル
29311,8,grass,right,average,0.0,18,12,male/stallion,4,57.0,466.0,-8.0,12,63.1,柴田 政見,B,5.400000000000006,2013-07-28,70.2,ヤマニンメンヒル
34812,12,dirt,right,somewhat heavy,288.0,16,8,male/stallion,4,57.0,470.0,4.0,11,64.9,柴田 政見,C,0.7999999999999972,2013-09-07,71.5,ヤマニンメンヒル
24918,12,dirt,left,average,0.0,16,2,male/stallion,4,57.0,474.0,0.0,7,14.7,柴田 政見,C,0.0,2013-06-29,72.2,ヤマニンメンヒル
32617,6,dirt,left,heavy,0.0,15,14,male/stallion,3,56.0,458.0,-4.0,4,14.4,菊沢 隆徳,C,1.6000000000000085,2013-08-24,73.6,ヤマニンモントル
16398,5,grass,right,average,0.0,15,9,male/stallion,3,56.0,464.0,8.0,10,75.0,菊沢 隆徳,C,0.6000000000000085,2013-04-28,71.5,ヤマニンモントル
26944,5,grass,right,average,0.0,16,14,female/mare,3,54.0,430.0,-2.0,13,89.3,牧浦 充徳,D,1.2000000000000028,2013-07-14,71.6,ヤマノアイリー
22509,4,grass,right,somewhat heavy,0.0,16,15,female/mare,3,54.0,432.0,2.0,8,26.6,牧浦 充徳,B,0.10000000000000853,2013-06-15,71.9,ヤマノアイリー
16905,2,grass,right,average,0.0,16,16,female/mare,3,52.0,430.0,2.0,6,9.2,牧浦 充徳,B,0.0,2013-04-29,71.6,ヤマノアイリー
